,Run_nr,HV
0,Run_1,0.7372489048616908
1,Run_2,0.7413639230264412
2,Run_3,0.7402808619927743
3,Run_4,0.7326113833464737
4,Run_5,0.7354731620701542
5,Run_6,0.7377881305936975
6,Run_7,0.7417804925773949
7,Run_8,0.7122935298618279
8,Run_9,0.7233449401078818
9,Run_10,0.7490069575666574
10,Run_11,0.7478642488032076
11,Run_12,0.7512597121297352
12,Run_13,0.7388380539997074
13,Run_14,0.7306077917606806
14,Run_15,0.734976671313194
15,Run_16,0.7387441010199982
16,Run_17,0.7407208068338921
17,Run_18,0.7352593450496003
18,Run_19,0.72674262445503
19,Run_20,0.7506512007076075
20,Means,0.7373428421038825
